"response","explanatory","r2","adj.r2","perm_r2","perm_adjr2","perm_r2z","perm_adjr2z","perm_r2z_p","perm_adjr2z_p"
"MusicalDist","DifferentiationDist",0.479706642594101,0.414669972918363,0.105780071037382,-0.00599742008294508,5.52048883823322,5.36392320041513,100,100
"DynamicsDist","DifferentiationDist",0.42954781947864,0.35824129691347,0.104430715442541,-0.00751544512714101,5.52412470899099,4.27354826294134,99,99
"OrnamentationDist","DifferentiationDist",0.233901691914356,0.13813940340365,0.122516931602006,0.0128315480522567,2.60104150433874,1.17417573103089,52,91
"RhythmDist","DifferentiationDist",0.097183845510769,-0.015668173800385,0.106346177111323,-0.00536055074976128,0.134400463173231,-1.14027812159605,4,47
"TensionDist","DifferentiationDist",0.340503828048392,0.258066806554441,0.108615269273822,-0.00280782206695042,2.62660218057564,4.10785831839466,98,100
"MusicalDist","DynamicsDist",0.50857523756958,0.410290285083496,0.170052400480687,0.00406288057682461,4.99632083655524,4.22409151615084,100,100
"DifferentiationDist","DynamicsDist",0.487195592611859,0.384634711134231,0.158645802593537,-0.00962503688775528,5.59286090590572,1.55733020934079,95,100
"OrnamentationDist","DynamicsDist",0.196254207354004,0.0355050488248043,0.151327588085255,-0.0184068942976943,1.38515157680657,-0.786587901803708,24,71
"RhythmDist","DynamicsDist",0.231273282276793,0.0775279387321516,0.162181529311896,-0.00538216482572433,-0.0716174433317847,-2.64350046957752,32,69
"TensionDist","DynamicsDist",0.560612305158592,0.47273476619031,0.167972464779352,0.0015669577352229,4.22200514974435,3.73976941126732,100,100
"MusicalDist","OrnamentationDist",0.529679074406995,0.435614889288394,0.181839799818705,0.0182077597824463,4.6605837102246,2.90308879183092,97,100
"DifferentiationDist","OrnamentationDist",0.301006558913998,0.161207870696798,0.178088035366877,0.0137056424402524,2.14952985452168,-1.05628975229449,38,85
"DynamicsDist","OrnamentationDist",0.15866231991742,-0.00960521609909626,0.162576019333767,-0.00490877679947994,0.837776049571847,-0.524269951762668,6,52
"RhythmDist","OrnamentationDist",0.195103471804359,0.0341241661652306,0.163414861213535,-0.00390216654375794,-0.287023869886579,-1.87167004419019,12,63
"TensionDist","OrnamentationDist",0.571064390612356,0.485277268734828,0.169941413283948,0.00392969594073731,6.98229369190181,5.1671912576165,100,100
"MusicalDist","RhythmDist",0.253008842820388,0.103610611384466,0.159589742417493,-0.0084923090990087,1.18583563212126,-0.13467738335306,31,83
"DifferentiationDist","RhythmDist",0.0970570117474366,-0.0835315859030763,0.174975087006124,0.00997010440734905,-0.245903518970689,-1.94693986500294,0,28
"DynamicsDist","RhythmDist",0.144415216348288,-0.026701740382054,0.167731458396701,0.00127775007604155,-1.76608698429177,-3.29143270435474,1,39
"OrnamentationDist","RhythmDist",0.17413946748267,0.00896736097920448,0.159823646352431,-0.00821162437708281,1.52910541690503,-0.963839435093942,11,54
"TensionDist","RhythmDist",0.142650509628788,-0.0288193884454542,0.172694492891576,0.00723339146989176,0.2517136702902,-4.34875128656447,3,42
"MusicalDist","TensionDist",0.685757099636,0.6229085195632,0.161192561605043,-0.0065689260739482,6.8967909890057,4.60045859441658,100,100
"DifferentiationDist","TensionDist",0.473457261192804,0.368148713431365,0.180760602523458,0.0169127230281495,4.15955775510123,1.56705515914127,86,97
"DynamicsDist","TensionDist",0.608027981197064,0.529633577436477,0.15935459001226,-0.00877449198528782,6.62044761870109,5.34632411583587,100,100
"OrnamentationDist","TensionDist",0.746258972214449,0.695510766657339,0.176835178787851,0.0122022145454209,5.68671753232806,5.32514291390696,100,100
"RhythmDist","TensionDist",0.161961861513638,-0.00564576618363444,0.165588746786137,-0.00129350385663528,-1.13297692373038,-2.95886769710762,9,47
