"X","song_id","society_id","line_1","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_2","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_3","line_30","line_31","line_32","line_33","line_34","line_35","line_36","line_37","line_4","line_5","line_6","line_7","line_8","line_9","Society_latitude","Society_longitude","Area_latitude","Area_longitude","Region","Division","Subregion","Area","society","alternative_names","People","People2","People3","Focal_years","cantometrics_samplesize","minutage_samplesize","parlametrics_samplesize","phonotactics_samplesize","Koppen_climate_terrain","Koppen_code","Arensberglomax_taxon","Language","Language_nearsubfamily","Language_largersubfamily","Language_family","Glottocode","Country","dplace_id","EA_cu..UPDATE","EA_Prov_name","EA_Prov_.","EA_.","Culture_Wiki","Society_summary","Notes_1","Culture.Sources","Local_latitude","Local_longitude","Homeland_latitude","Homeland_longitude","Preferred_name","Society_location","Audio_notes","Duration","Audio_file","archivalsource_id","Song","Genre","Song_notes","Performers","Instruments","Vocalist_gender","Lyrics","Living_metadata","Recorded_by","Year","Publisher","Publcation_collection","Repository","Classification_notes","Metadata_notes","Sources","Source_tag","new","notes","group_id","PopName","phylogeny.glottocode","Priority.ranking.for.review","pairing.glottocode","SelectGJB","glottocodeProxyGJB","MorePopsPerGlottocode","commentsChiara","samplePopID","geographicRegion","publication","country","lat","lon","QualityAverage","inDataset","samplesize","glottolog.node1","glottolog.NAME","QualityAverageNEW","samplesizeNEW","median_F_hom","varianc_F_hom","median_proportionHET","n","differentiation","ornamentation","rhythm","dynamics","tension"
225,2457,19064,0.416666666666667,0.5,0.8,0.166666666666667,0,0,1,0,0.5,1,0,0,0,0.75,0.6,0,0.2,0.5,0,0,0.666666666666667,0.5,0,0.5,0.5,0,0.6,0.75,0.75,0.25,0.25,1,0.75,0.5,0,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:10","nan","T1447.9","Male Duet","Men's Song","Two men sing polyphonically","Male duet","2 Male Voices","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1MaleDuet",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.0656046912580352,0.0806733782707916,0.131331583487981,-0.113272701615776,-0.037811532371258
226,2458,19064,0.0833333333333333,0.75,0.8,0,0,0,0.666666666666667,0,0.25,1,0.25,0,0.5,0.5,0,0.5,0.2,0.75,0.666666666666667,0,0.333333333333333,0,0,0.25,0.5,0.25,0.8,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:06","T5403R32","T1447.8","Man's Solo Song","Men's Song","One of the best reputed singers of the village","Male solo","Male Voice","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1MansSoloSong",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.0371529282661641,-0.00258941819965381,0.0888643199253438,0.0285973406244498,-0.134173721205111
227,2459,19064,0.416666666666667,0.75,0.8,0.5,0.8,0,0.666666666666667,0,0.5,1,0,0.125,0.5,0.5,0.6,0,0.4,0.5,0,0,0.333333333333333,0.5,0.0909090909090909,0.25,0,0.25,0.8,0.75,0.5,0.5,0.5,1,0.75,0.5,0.25,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:09","T5403R33","T1447.7","Men's Chorus","Men's Song","Three men sing in parallel harmony","One bass voice  two treble voices  gourd rattle","3 Male Voices; Gourd Rattle","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1MensChorus",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.0860255295141766,-0.0453037277939128,0.054802116925215,-0.0388011425221011,-0.150056722645336
228,2460,19064,0.0833333333333333,0.5,0.8,0,0,0,0.666666666666667,0.75,0.25,0,0,0,0.25,0.5,0,0.5,0.2,0.5,0.666666666666667,0,0.333333333333333,0.5,0,0.5,0.5,0.75,0.6,1,0.5,0.25,0.5,0.25,0,0,0,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:00:48","T5403R34","T1447.5","Call to Work","Work Song; Manioc Song","Call to work  ceremonial leader calls people of the village to join in and do some work  gathering manioc or similar","Male solo","Male Voice","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Sao Paolo State Museum  Sao Paolo  Brazil; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1CalltoWork",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0.0577856049959341,0.100250614631054,0.125581408583408,-0.110586281293011,0.0527372088005155
229,2461,19064,0.416666666666667,0.75,0.8,0,0,0,0,0.25,0.5,0.428571428571429,0,0,0.75,0.25,0.6,0.25,0.2,0.75,0.333333333333333,0,0.666666666666667,0,0,0.25,0.5,0,0.6,0.75,0.5,0.25,0.5,1,0.75,0.5,0,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:10","T5403R35","T1447.4","Song of the Stingray","Initiation Rite; Animal Song","Initiation song  sung during Tepyarkwá boy initiation ritual  polyphony","Male duet  one singer is leader","2 Male Voices","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Sao Paolo State Museum  Sao Paolo  Brazil; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1SongoftheStingray",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.0362508063047869,0.0549630583544555,0.120113288432072,-0.0791567220223428,-0.0206358493488646
230,2462,19064,0.0833333333333333,0.75,0.8,0,0.8,0,0.666666666666667,0,0.5,1,0,0.125,0.25,0.25,0,0.25,0.2,0.25,0,0,0.666666666666667,0,0.0909090909090909,0.25,0,0,0.6,0.75,0.25,0.25,0.5,0.25,0,0,0.25,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:08","T5403R36","T1447.3","Man's Solo with Rattle","Men's Song","Man with gourd rattle  messiah","Male singers  rattle","Male Voices; Rattle","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Sao Paolo State Museum  Sao Paolo  Brazil; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1MansSolowithRattle",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.0212943946842882,0.0106816144640422,0.120326863522309,-0.215895800198347,-0.0383506762407323
231,2463,19064,0.916666666666667,0.75,0.8,0.166666666666667,0,0,0.666666666666667,0,0.75,1,0,0,0,0.5,0,0.25,0.2,0.75,0,0,0.333333333333333,0,0,0.25,0.5,0.25,0.8,0.5,0.5,0.25,0.5,0.5,0.75,0.75,0,0,0,-5.47,-46.17,-10.98,-49.46,"South America","C South America","C Brazilian Highlands","Araguaia-Tocantins Basin","Canela Krahô","Canela Kraho; Canela-Krajó; Krajo; Ramcocamecra; Timbira; Canella","E Timbira Gê","Nuclear-Macro-Je Peoples","Brazilian Highlands Indigenous Peoples","1959; 1960; 1964",22,NA,NA,NA,"Tropical Savannah","Aw","nan","Canela-Krahô","Je Setentrional","Je","Nuclear-Macro-Je","cane1242","Brazil",NA,"Sj4","Northern Ge",190,NA,"wiki","The Jê speaking Krahó live in four villages in the open Savannah a few hundred miles from the Tocantins R.  an Amazon tributary. They have groups of songs  with 30-40 individual songs from which a dance leader may choose 20 or so; he may then repeat the series.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottocane1242 @Ethnoram @Melatti1999Kraho @WikiCanela",-14,-47.68,NA,NA,"Canela Krahô","Cerrado  Northeastern Brazil",NA,"0:01:08","T5403R37","T1447.2","Song of the Sucuriju-Snake Logs","Men's Song","Unison male chorus","Male chorus","Male Voices","Men","nan",NA,"Harald Schultz; Vilma Chiara","1960","Previously Unpublished","Collection of Harald Schultz & Vilma Chiama  1960","Sao Paolo State Museum  Sao Paolo  Brazil; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Recorded at 11 cycles above normal  Seeger 2004: 142","@HSVCC1960-1SongoftheSucuriju-SnakeLogs",NA,NA,"19064cane1242cane1242",NA,"cane1242",1,"cane1242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,-0.04988236024855,-0.0252183331479039,0.13627077354913,-0.0757197819625842,-0.186885746231903
232,2464,21198,0.416666666666667,0.75,0.4,0.166666666666667,0.4,0.666666666666667,0,0.916666666666667,0.25,0,0.25,0.25,0.25,1,0.2,0,0.6,0.5,0,0,0.333333333333333,0,0.272727272727273,0.25,0,0.5,0.6,0.5,0.5,0.5,0.25,1,0.75,0.75,1,0.75,1,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:00:53","T5459R48","T1603.1","Mende Song I",NA,"nan","Mixed chorus  drums  rattle","Mixed Voices; Drums; Rattle","Mixed adults","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.143891501404965,-0.146612947021888,-0.124953210050116,0.00771942127367804,-0.107876361550943
233,2465,21198,0.416666666666667,0.5,0.4,0.166666666666667,0.4,0.666666666666667,0,0.916666666666667,0,0,0,0.25,0.5,1,0.4,0,0.6,0.75,0,0,0,0,0.272727272727273,0.5,0,0.5,0.6,0.5,0.5,0.5,0.5,1,0.75,0.75,1,0.75,1,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:00:55","T5459R49","T1603.2","Mende Song II",NA,"nan","Mixed chorus  drums  rattle","Mixed Voices; Drums; Rattle","Mixed adults","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.0171364521565067,-0.20738068821503,-0.157716170677025,0.0593471842351309,-0.0863071503708138
234,2466,21198,0.75,0.5,0.4,0.166666666666667,0.4,0.666666666666667,1,0.833333333333333,0.25,0.142857142857143,0.25,0.125,0.5,0.5,0.8,0,0.6,0.75,0,0,0.333333333333333,0,0.272727272727273,0.5,0,0.5,0.6,0.5,0.5,0.5,0.25,1,1,1,0.5,0.75,1,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:02:07","T5459R52","T1603.5","Song for Independence","Political Song","Song for independence","Female chorus  drumming  bells","Female Voices; Drumming; Bells","Women","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"Track features on-tape interview","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.0762011734552635,-0.15096546853288,-0.123784305050549,0.0702154001425293,-0.0945822867355898
235,2467,21198,0.666666666666667,0.75,0.4,0.166666666666667,0.4,0.5,0.666666666666667,0.833333333333333,0,0.142857142857143,0.25,0.25,0.75,0.75,0,0,0.6,0.75,0,0,0.666666666666667,0.5,0.272727272727273,0.25,0,0.5,0.8,0.5,0.5,0.5,0.25,0.5,1,0.75,0.5,0.75,1,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:00:59","T5459R51","T1603.4","Mende Song IV",NA,"nan","Mixed chorus  clapping  drums  horn","Mixed Voices; Clapping; Drums; Horn","Mixed adults","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.17117856360706,-0.0729387532599294,-0.112224157981431,0.06944106471331,-0.156594262398591
236,2468,21198,0.666666666666667,0.5,0.4,0.166666666666667,0.4,0.5,1,0.916666666666667,0,0,0,0.25,0.5,0.75,0,0,0.6,0.75,0,0,0.666666666666667,0,0.272727272727273,0.5,0,0.5,0.6,0.5,0.5,0.75,0.5,0.5,1,0.75,0.5,0.75,1,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:00:54","T5459R50","T1603.3","Mende Song III",NA,"nan","Mixed chorus  horn","Mixed Voices; Horn","Mixed adults","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.0401721908700839,-0.113250865466822,-0.137880624281151,0.157706580915346,-0.0516031661900285
237,2469,21198,0.666666666666667,0.5,0.4,0.166666666666667,0,0,0.666666666666667,0.416666666666667,0,0.428571428571429,0.5,0,0.75,0.75,0,0,0.6,0.5,0.333333333333333,0,1,1,0,0.5,0,0.5,0.6,0.75,0.5,0.75,0.25,0.5,1,1,0,0,0,7.91,-10.99,7.54,-11.25,"Africa","West Africa","S W West Africa","S E Sierra Leone","Mende","nan","S W Mandé","Mandé Peoples","West & Central African Peoples","1964",6,NA,NA,NA,"Monsoon","Am","AH-Sudan","Mende (Sierra Leone)","Southwest Mande","Western Mande","Mande","mend1266","Sierra Leone",NA,"Af5","Grain Coast",21,"52818","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomend1266 @Ethnomen @WikiMende",7.86,-11.19,NA,NA,"Mende","Kenema  Sierra Leone",NA,"0:02:05","T5459R53","T1603.6","Song of Welcome to the Queen","Welcome Song; Song About Leadership; Children's Song; Song For Royalty","Children's song of welcome for royalty  school children from Kenema District  ca. 1870","500 children","500 Children's Voices","Mixed children","nan",NA,"Ronal. P Guttridge","1964","Previously Unpublished","Field recordings of Ronal P. Guttridge","Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Correspondence  July 10  1964  from collector notes that photos were available  and that he would supply negatives","@ALC1964GuttridgeMende",NA,NA,"21198Mendemend1266mend1266","Mende","mend1266",10,"mend1266","YES","0",NA,NA,NA,"AFRICA","LazaridisNature2014","Sierra_Leone",8.5,-13.2,595497,"AUGUST_2018",8,"mand1469","Mande",595497,8,-2.75e-05,2.01421633571429e-05,0.2536966495,6,-0.115557401461915,0.0674887401173431,-0.0803142158334692,0.108454931976444,0.00391986895654269
