"","song_id","society_id","line_1","line_10","line_11","line_12","line_13","line_14","line_15","line_16","line_17","line_18","line_19","line_2","line_20","line_21","line_22","line_23","line_24","line_25","line_26","line_27","line_28","line_29","line_3","line_30","line_31","line_32","line_33","line_34","line_35","line_36","line_37","line_4","line_5","line_6","line_7","line_8","line_9","Society_latitude","Society_longitude","Area_latitude","Area_longitude","Region","Division","Subregion","Area","society","alternative_names","People","People2","People3","Focal_years","cantometrics_samplesize","minutage_samplesize","parlametrics_samplesize","phonotactics_samplesize","Koppen_climate_terrain","Koppen_code","Arensberglomax_taxon","Language","Language_nearsubfamily","Language_largersubfamily","Language_family","Glottocode","Country","dplace_id","EA_cu..UPDATE","EA_Prov_name","EA_Prov_.","EA_.","Culture_Wiki","Society_summary","Notes_1","Culture.Sources","Local_latitude","Local_longitude","Homeland_latitude","Homeland_longitude","Preferred_name","Society_location","Audio_notes","Duration","Audio_file","archivalsource_id","Song","Genre","Song_notes","Performers","Instruments","Vocalist_gender","Lyrics","Living_metadata","Recorded_by","Year","Publisher","Publcation_collection","Repository","Classification_notes","Metadata_notes","Sources","Source_tag","new","notes","group_id","PopName","phylogeny.glottocode","Priority.ranking.for.review","pairing.glottocode","SelectGJB","glottocodeProxyGJB","MorePopsPerGlottocode","commentsChiara","samplePopID","geographicRegion","publication","country","lat","lon","QualityAverage","inDataset","samplesize","glottolog.node1","glottolog.NAME","QualityAverageNEW","samplesizeNEW","median_F_hom","varianc_F_hom","median_proportionHET","n"
"164",2400,20241,0.0833333333333333,0.5,0.6,0,0.8,0,0.666666666666667,0.5,0.25,0,0,0.875,0.5,0.5,0,0,0.8,0.5,0,0,0,0,0.0909090909090909,0.5,0,0.5,0.6,0.5,0.5,0.25,0.25,0.25,0,0,0.25,0,0,-0.93,34.49,-0.98,33.95,"Africa","East Africa","Great Lakes Africa","W Kenya/ N Tanzania/ N Uganda","Luo","Joluo; Kavirondo","E Luo Nilotes","nan","East African Peoples","1950",12,10,NA,NA,"Tropical Rainforest  Monsoon","Af, Am","AH-Savannah","Luo (Kenya and Tanzania)","Luo-Burun","Western Nilotic","Nilotic","luok1236","Tanzania",NA,"Aj6","Northern Nilotes",37,"4431","wiki","The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen  but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians  they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly  each Luo group is an sovereign political unit governed by a superior clan or lineage.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo",-0.1,34.27,NA,NA,"Luo","Bondo  Siaya County  Kenya",NA,"0:02:42","T5437R18","4A55.B1","Arwa Otieno","Love Song","Love song composed by Ogalo Mirasi","Ogalo Mirasi  one-string bowed lute  orotu","Male Voice; Orotu (One-String Bowed Lute)","Men","nan","nan","Hugh Tracey","1950","ILAM; Smithsonian Folkways","The Sounds of Africa  International Library of African Music AMA TR166","The Hugh Tracey Acetate and Vinyl Collections  The International Library of African Music  Rhodes University  Grahamstown  South Africa; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian","@SOA1950TR166",NA,NA,"20241Luoluok1236luok1236","Luo","luok1236",9,"luok1236","YES","0",NA,NA,"1228","AFRICA","LazaridisNature2014","Kenya",-0.1,34.3,595205,"AUGUST_2018",8,"nilo1247","Nilotic",595205,8,-0.008867,4.01146036964286e-05,0.2558765595,12
"165",2401,20241,0.0833333333333333,0.25,0.4,0,0.4,0.5,0.666666666666667,0.75,0.5,0,0.25,0.875,0.5,0.5,0,0,0.6,0.25,0,0,0,0,0.272727272727273,0.75,0,0.5,0.6,0.5,0.75,0.25,0.25,0.25,0,0,0.5,0.75,1,-0.93,34.49,-0.98,33.95,"Africa","East Africa","Great Lakes Africa","W Kenya/ N Tanzania/ N Uganda","Luo","Joluo; Kavirondo","E Luo Nilotes","nan","East African Peoples","1950",12,10,NA,NA,"Tropical Rainforest  Monsoon","Af, Am","AH-Savannah","Luo (Kenya and Tanzania)","Luo-Burun","Western Nilotic","Nilotic","luok1236","Tanzania",NA,"Aj6","Northern Nilotes",37,"4431","wiki","The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen  but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians  they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly  each Luo group is an sovereign political unit governed by a superior clan or lineage.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo",-0.68,34.77,NA,NA,"Luo","Kisii  Kendu Bay  Kenya",NA,"0:02:55","T5437R26","4A57.B1","Naftali Ouko","Praise Song","Praise song for bicycle mender  composed by Daudi Otuoma","Daudi Otuoma  thum lyre  gara leg bells","Male Voice; Thum Lyre; Gara Leg Bells","Men","nan","nan","Hugh Tracey","1950","ILAM; Smithsonian Folkways","The Sounds of Africa  International Library of African Music AMA TR168","The Hugh Tracey Acetate and Vinyl Collections  The International Library of African Music  Rhodes University  Grahamstown  South Africa; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian","@SOA1950TR168",NA,NA,"20241Luoluok1236luok1236","Luo","luok1236",9,"luok1236","YES","0",NA,NA,"1228","AFRICA","LazaridisNature2014","Kenya",-0.1,34.3,595205,"AUGUST_2018",8,"nilo1247","Nilotic",595205,8,-0.008867,4.01146036964286e-05,0.2558765595,12
"166",240,20241,0.0833333333333333,0,0.4,0,0.4,0,1,0.916666666666667,0,0,0,0.125,0.25,0.5,0,0,0.8,0.5,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.0909090909090909,1,0,0.25,0.6,0.5,0.5,0.5,0.75,0.25,0,0,0.25,0,0,-0.93,34.49,-0.98,33.95,"Africa","East Africa","Great Lakes Africa","W Kenya/ N Tanzania/ N Uganda","Luo","Joluo; Kavirondo","E Luo Nilotes","nan","East African Peoples","1950",12,10,NA,NA,"Tropical Rainforest  Monsoon","Af, Am","AH-Savannah","Luo (Kenya and Tanzania)","Luo-Burun","Western Nilotic","Nilotic","luok1236","Tanzania",NA,"Aj6","Northern Nilotes",37,"4431","wiki","The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen  but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians  they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly  each Luo group is an sovereign political unit governed by a superior clan or lineage.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo",-0.09,34.76,NA,NA,"Luo","Kisimu County  Kenya",NA,"0:01:30","T5437R17","4A116.B2 ; TR168.A1 ","Odhiambo Obet",NA,"Praise song for a friend  composed by Ogalo Mirasi. Title translates to ""The Bright-Eyed Boy.""","Ogalo Mirasi  orotu (one-string bowed lute)","Male Voice; Orotu (One-String Bowed Lute)","Men","nan","nan","Hugh Tracey","1950","ILAM; Decca Records","Music of Africa Series: Kenya. Decca Records LF1121  1952; ILAM AMA TR168","The Hugh Tracey Acetate and Vinyl Collections  The International Library of African Music  Rhodes University  Grahamstown  South Africa; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","nan","@MOA1952Kenya",NA,NA,"20241Luoluok1236luok1236","Luo","luok1236",9,"luok1236","YES","0",NA,NA,"1228","AFRICA","LazaridisNature2014","Kenya",-0.1,34.3,595205,"AUGUST_2018",8,"nilo1247","Nilotic",595205,8,-0.008867,4.01146036964286e-05,0.2558765595,12
"167",2402,20241,0.0833333333333333,0.25,0.8,0,0.8,0.833333333333333,0.666666666666667,0.5,0.25,0,0.25,0.875,0.5,0.5,0,0,0.8,0.5,0,0,0,0,0.272727272727273,0.75,0,0.5,0.6,0.5,0.75,0.5,0.25,0.25,0,0,1,0.75,1,-0.93,34.49,-0.98,33.95,"Africa","East Africa","Great Lakes Africa","W Kenya/ N Tanzania/ N Uganda","Luo","Joluo; Kavirondo","E Luo Nilotes","nan","East African Peoples","1950",12,10,NA,NA,"Tropical Rainforest  Monsoon","Af, Am","AH-Savannah","Luo (Kenya and Tanzania)","Luo-Burun","Western Nilotic","Nilotic","luok1236","Tanzania",NA,"Aj6","Northern Nilotes",37,"4431","wiki","The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen  but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians  they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly  each Luo group is an sovereign political unit governed by a superior clan or lineage.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo",0.33,34.48,NA,NA,"Luo","Lureko Wanga  Mumias  N. Nyanza Province  Kenya",NA,"0:02:15","T5437R25","4A57.A4","Okelo Oyuga","Praise Song","Praise song for a friend","Odonde Obat  thumb 8-string lyre  gara leg bells  oduong toe ring","Male Voice; Thumb 8-String Lyre; Gara Leg Bells; Oduong Toe Ring","Men","nan","nan","Hugh Tracey","1950","ILAM; Smithsonian Folkways","The Sounds of Africa  International Library of African Music AMA TR168","The Hugh Tracey Acetate and Vinyl Collections  The International Library of African Music  Rhodes University  Grahamstown  South Africa; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian","@SOA1950TR168",NA,NA,"20241Luoluok1236luok1236","Luo","luok1236",9,"luok1236","YES","0",NA,NA,"1228","AFRICA","LazaridisNature2014","Kenya",-0.1,34.3,595205,"AUGUST_2018",8,"nilo1247","Nilotic",595205,8,-0.008867,4.01146036964286e-05,0.2558765595,12
"168",2403,20241,0.666666666666667,0.75,0.8,0.166666666666667,0,0,0.666666666666667,0.0833333333333333,0.25,1,0,0,0.75,0.5,0.6,0,0.8,0.5,0.666666666666667,0,0.333333333333333,0,0,0.25,0,0.25,0.6,0.25,0.75,0.5,0.25,1,1,1,0,0,0,-0.93,34.49,-0.98,33.95,"Africa","East Africa","Great Lakes Africa","W Kenya/ N Tanzania/ N Uganda","Luo","Joluo; Kavirondo","E Luo Nilotes","nan","East African Peoples","1950",12,10,NA,NA,"Tropical Rainforest  Monsoon","Af, Am","AH-Savannah","Luo (Kenya and Tanzania)","Luo-Burun","Western Nilotic","Nilotic","luok1236","Tanzania",NA,"Aj6","Northern Nilotes",37,"4431","wiki","The Luo are the third largest ethnic group in Kenya. They are known as excellent fishermen  but also engage in farming and pastoral herding. Luo men have a separate hut where they discuss political and community issues and women are not allowed. Although most Luo are Christians  they hold to their traditional belief that the spirit of their ancestors reside in heaven and communicate with them through dreams. Misfortune may be caused by troublesome spirits who feel they are not properly remembered.The Luo live on flatlands close to L Victoria in W Kenya and N Tanzania. They are fishermen and also settled agriculturists. Commonly  each Luo group is an sovereign political unit governed by a superior clan or lineage.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluok1236 @Ethnoluo @WikiLuo",-0.1,34.27,NA,NA,"Luo","Bondo  Siaya County  Kenya",NA,"0:02:52","T5437R20","4A56.A4","Tong, Tong","Topical Song","Topical song","John Cosmos Owade  leader  Boudo choir of Lou girls  ","Male Voice; Girls' Voices","Girls; Men","nan","nan","Hugh Tracey","1950","ILAM; Smithsonian Folkways","The Sounds of Africa  International Library of African Music AMA TR167","The Hugh Tracey Acetate and Vinyl Collections  The International Library of African Music  Rhodes University  Grahamstown  South Africa; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","http://www.folkways.si.edu/international-library-of-african-music-ilam/smithsonian","@SOA1950TR167",NA,NA,"20241Luoluok1236luok1236","Luo","luok1236",9,"luok1236","YES","0",NA,NA,"1228","AFRICA","LazaridisNature2014","Kenya",-0.1,34.3,595205,"AUGUST_2018",8,"nilo1247","Nilotic",595205,8,-0.008867,4.01146036964286e-05,0.2558765595,12
"169",2422,50279,0.416666666666667,0.5,0.4,0.166666666666667,0.4,0.5,0.666666666666667,0.916666666666667,0.25,0,0,0.125,0.5,0.5,0,0.5,0.6,0.5,0,0,0.333333333333333,0.5,0.272727272727273,0.5,0,0.75,0.2,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,27.67,85.63,28.16,83.96,"South Asia","India/ Nepal/ Tibet","Himalayan Mtns & Foothills","Nepal","Gurung","Tamu","Nepalese (Ethnic Peoples)","Himalayan Peoples","Sino-Tibetan Peoples","1958",2,NA,NA,NA,"Temperate  Dry Winter  Warm Summer","Cwb","nan","Gurung","Ghale-Tamangic","Bodic","Sino-Tibetan","guru1261","Nepal",NA,NA,NA,NA,NA,"wiki","Gurung is one of the 59 indigenous nationalities in Nepal. The name Gurung came from the Tibetan word ‘Grong’ which translates as farmers. Gurung identify themselves as ‘Tamu’ which interpreted as horseman from the Tibetan language.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiGurung  @Glottoguru1261",28.53,83.87,NA,NA,"Gurung","Gurung area  near Annapurna Sanctuary  Nepal",NA,"0:00:32","T5415R40","2C42.B3","Chants népalo-gurungs pour danser","Dance Song","Dance Song of the Gurung people","Mixed chorus  madal","Mixed Voices; Madal","Mixed adults","nan","nan","Bernard Pignede","1958","Chant du Monde","Chants du Nepal. Le Chant Du Monde LDY 4175  1958","Sound Archives of the CNRS & the Musée de l'Homme  Centre de Recherche en Etnomusicologie  http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","nan","@CDM1958ChantsDuNepal",NA,NA,"50279guru1261guru1261","Gurung","guru1261",10,"guru1261",NA,NA,NA,NA,NA,"EURASIA","WangNature2021","Nepal",27.4,86.2,594957,"2022",5,"sino1245","Sino-Tibetan",594957,5,0.1238,0.000170277,0.22280456,2
"170",2423,26489,0.0833333333333333,0,0.4,0,0,0,0.666666666666667,0.583333333333333,0.25,0.142857142857143,0.75,0,0.5,0.25,0,0.5,0.6,0.25,0,0,0.333333333333333,0.5,0,1,0,0.5,0.2,0.75,0.5,0.5,0.75,0.25,0,0,0,0,0,27.67,85.63,28.16,83.96,"South Asia","India/ Nepal/ Tibet","Himalayan Mtns & Foothills","Nepal","Tamang","Tamag","Nepalese (Ethnic Peoples","Himalayan Peoples","Sino-Tibetan Peoples","1958",1,NA,NA,NA,"Cold  Dry Winter  Cold Summer","Dwc","nan","Nuclear Tamang","Ghale-Tamangic","Bodic","Sino-Tibetan","nucl1729","Nepal",NA,NA,NA,NA,NA,"wiki","The Tamang people are considered to be as one of the indigenous communities of Nepal. Distinctive to Tamang folks are unique and complex marriage restrictions within the society. The Tamang people have a distinct genre of music  "" Tamang Selo""  which is performed with the Damplu instrument (musical instrument similar to a large tambourine)  also known as Damphoo Dance  having a vigorous motion and rhythmic beat particular to the Tamangs.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiTamang  @Glottonucl1729",27.71,85.32,NA,NA,"Tamang","Mountains near Kathmandu  Nepal",NA,"0:01:52","T5415R39","2C42.B2","Chant Tamang","Religious Song","Religious recitation","Male solo","Male Voice","Men","nan","nan","Bernard Pignede","1958","Chant du Monde","Chants du Nepal. Le Chant Du Monde LDY 4175  1958","Sound Archives of the CNRS & the Musée de l'Homme  Centre de Recherche en Etnomusicologie  http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","nan","@CDM1958ChantsDuNepal",NA,NA,"26489nucl1729nucl1729","Tamang","east2347",10,"east2347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"171",2424,50279,0.583333333333333,0.25,1,0.333333333333333,0,0,0.666666666666667,0,0.5,1,0.25,0,0.75,0.25,0,1,0.2,0.5,1,0,0.666666666666667,1,0,0.75,0.5,0.5,0.2,0.75,0.5,0.5,0.5,0.75,0.5,0.25,0,0,0,27.67,85.63,28.16,83.96,"South Asia","India/ Nepal/ Tibet","Himalayan Mtns & Foothills","Nepal","Gurung","Tamu","Nepalese (Ethnic Peoples)","Himalayan Peoples","Sino-Tibetan Peoples","1958",2,NA,NA,NA,"Temperate  Dry Winter  Warm Summer","Cwb","nan","Gurung","Ghale-Tamangic","Bodic","Sino-Tibetan","guru1261","Nepal",NA,NA,NA,NA,NA,"wiki","Gurung is one of the 59 indigenous nationalities in Nepal. The name Gurung came from the Tibetan word ‘Grong’ which translates as farmers. Gurung identify themselves as ‘Tamu’ which interpreted as horseman from the Tibetan language.",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap   @WikiGurung  @Glottoguru1261",28.53,83.87,NA,NA,"Gurung","Gurung area  near Annapurna Sanctuary  Nepal",NA,"0:02:47","T5415R38","2C42.B1(5);CHB2A2.23","Chants gurung pour la veillée","Wake Song","Gurung wake song","One man  two women","1 Male Voice; 2 Female Voices","Mixed adults","nan","nan","Bernard Pignede","1958","Chant du Monde","Chants du Nepal. Le Chant Du Monde LDY 4175  1958","Sound Archives of the CNRS & the Musée de l'Homme  Centre de Recherche en Etnomusicologie  http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Double coded; see coding sheet 9168","@CDM1958ChantsDuNepal",NA,NA,"50279guru1261guru1261","Gurung","guru1261",10,"guru1261",NA,NA,NA,NA,NA,"EURASIA","WangNature2021","Nepal",27.4,86.2,594957,"2022",5,"sino1245","Sino-Tibetan",594957,5,0.1238,0.000170277,0.22280456,2
"172",243,19262,0.5,0.25,1,0.166666666666667,0,0,0.666666666666667,0,0.75,1,0,0,0.5,1,0.6,0,0,1,1,0,1,1,0,0.75,0,0.25,0.6,0.75,1,0.75,0.25,1,0.25,0.25,0,0,0,-21.92,18.01,-20.54,20.57,"Africa","Southern Africa","W & C Southern Africa","Angola/ Botswana/ Namibia/ South Africa/ Zambia","Juǀʼhoansi","Juǀʼhoan; Dzuǀʼoasi; Zû-ǀhoa; Southeastern ǃXuun; Zhul'hoasi; Zhulhoasiǃ; Xun; Kung; iKung; Bushmen","S Savannah Hunter Gatherers/ San Khoisan","African Hunter-Gatherers","Southern African Peoples","1953; 1961; 1982; 1995; 1950s",20,7,1,12,"Semi Arid Steppe Hot","BSh","C-Africa","South-Eastern Ju (also known as Juǀʼhoan)","South-Eastern Ju","Ju-Kung","Kx'a","juho1239","Namibia",NA,"Aa1","Bushmen",2,"15947","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottojuho1239 @Ethnoktz @Wiki!Kung",-25.59,21.09,NA,NA,"Juǀʼhoansi","Kalahari Desert  Southwestern Africa",NA,"0:01:27","T5438R28","4A26.A5","Men's Song","Men's Song","Men's song","Male chorus","Male Voices","Men","nan","nan","Alan P. Merriam","1950s","Smithsonian Folkways","Africa South of the Sahara. Folkways Records. FE4503  1957","Ralph Rinzler Folklife Archives and Collections  Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Compiled by Harold Courlander; http://www.folkways.si.edu/TrackDetails.aspx?itemid=14984","@FW1957SouthOfSahara",NA,NA,"19262Ju_hoan_Northjuho1239juho1239","Ju_hoan_South","juho1239",5,"juho1239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19
"173",244,19262,1,1,0.8,0.833333333333333,0.4,0.166666666666667,0.666666666666667,1,0,0,0,0.625,1,1,1,0,0.6,0.75,0,0,1,1,0.363636363636364,0,0,0.25,1,0,0.25,0.25,0,1,1,1,0.5,0.75,0.5,-21.92,18.01,-20.54,20.57,"Africa","Southern Africa","W & C Southern Africa","Angola/ Botswana/ Namibia/ South Africa/ Zambia","Juǀʼhoansi","Juǀʼhoan; Dzuǀʼoasi; Zû-ǀhoa; Southeastern ǃXuun; Zhul'hoasi; Zhulhoasiǃ; Xun; Kung; iKung; Bushmen","S Savannah Hunter Gatherers/ San Khoisan","African Hunter-Gatherers","Southern African Peoples","1953; 1961; 1982; 1995; 1950s",20,7,1,12,"Semi Arid Steppe Hot","BSh","C-Africa","South-Eastern Ju (also known as Juǀʼhoan)","South-Eastern Ju","Ju-Kung","Kx'a","juho1239","Namibia",NA,"Aa1","Bushmen",2,"15947","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottojuho1239 @Ethnoktz @Wiki!Kung",-19.73,20.46,NA,NA,"Juǀʼhoansi","Nyae Nyae region  Northeast Namibia",NA,"0:12:39","T5438R27","4A23.A6","Giraffe Song 1","Healing Song; Ceremonial Song; Dance Song","Curing ceremony dance song","Rhythmic breathing  mixed chorus  women's cries  stone percussion","Rhythmic Breathing; Mixed Voices; Female Voices; Stone Percussion","Mixed adults","nan","nan","Elizabeth Marshall; John Marshall","1953","Peabody Museum and Musée de l'Homme","Bushman and Pygmy Music. Peabody Museum and Musée de l'Homme LD9","Sound Archives of the CNRS & the Musée de l'Homme  Centre de Recherche en Etnomusicologie  http://archives.crem-cnrs.fr/; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","nan","@CNRS1957BushmanPygmy",NA,NA,"19262Ju_hoan_Southjuho1239juho1239","Ju_hoan_North","juho1239",5,"juho1239","YES","0","YES","could you distinguish the two JuHoan? The north one is also called ǂKxʼauǁʼein",NA,"AFRICA","PickrellNatureCommunications2012","Namibia",-18.93725689,21.45244764,595003,"AUGUST_2018",16,"kxaa1236","Kxa",595003,16,0.053105,0.000168329373333333,0.2402462925,19
"174",2447,20571,0.75,0,0.8,0.333333333333333,0.4,0.5,0.666666666666667,0.333333333333333,0.5,0.428571428571429,0.5,0.375,0.25,0.25,0,0.5,0.4,0.25,0,0,0.666666666666667,0.5,0.363636363636364,1,0.5,0.5,0.2,0.75,0.25,0.5,1,0.75,0.5,0.25,1,0.25,1,-2.75,103.83,3.87,102.15,"Southeast Asia","Mainland S E Asia","Indochinese Peninsula","Malay Peninsula","Malay","Melayu","Malay Peoples","nan","Malay Peoples","1959; 1962",11,NA,1,NA,"Tropical Rainforest","Af","PA-East Asian Irrigation","Standard Malay","Malayic","Malayo-Polynesian","Austronesian","stan1306","Malaysia",NA,"Ej8","Malaya and Sumatra",102,"23376","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap    @WikiMalays @Glottostan1306",5.96,117.54,NA,NA,"Malay","N Borneo  Malaysia",NA,"0:03:09","T5421R30","2A36.B2","Menowa",NA,"Story of Ewong","Serunai  drums  gongs  male solo","Serunai; Drums; Gongs; Male Voice","Men","nan","nan","Charles A. Morris; A. Barrington-Brown; T.J. Chappel; S. Wavell ","1962","BBC","Malayan Music. BBC Recorded Programmes Library LP 27921  10FRN 111999. Cambridge Expedition to South-East Asia","BBC Recorded Programmes Library  Sound Archive of the British Library  London; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Sponsored and recorded by the Cambridge Expedition to South-East Asia","@BBC1962MalayaThailand",NA,NA,"20571stan1306stan1306","Malay","mala1479",1,"stan1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
"175",2448,20571,0.583333333333333,0,1,0.333333333333333,0.8,0.666666666666667,0.666666666666667,0,0.75,1,0.75,0.625,0.25,0.25,0,1,0.4,0.5,1,1,1,1,0.454545454545455,1,1,0.75,0,1,0.75,0.5,0.75,0.75,0.25,0.25,1,0.5,0.25,-2.75,103.83,3.87,102.15,"Southeast Asia","Mainland S E Asia","Indochinese Peninsula","Malay Peninsula","Malay","Melayu","Malay Peoples","nan","Malay Peoples","1959; 1962",11,NA,1,NA,"Tropical Rainforest","Af","PA-East Asian Irrigation","Standard Malay","Malayic","Malayo-Polynesian","Austronesian","stan1306","Malaysia",NA,"Ej8","Malaya and Sumatra",102,"23376","wiki","nan",NA,"@Murdock1967EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap    @WikiMalays @Glottostan1306",5.96,117.54,NA,NA,"Malay","N Borneo  Malaysia",NA,"0:03:47","T5421R31","2A37.A2","Ma'Yong ",NA,"Drama","Serunai  gongs  bells  male leader  male chorus","Serunai; Gongs; Bells; Male Voice; Male Voices","Men","nan","nan","Charles A. Morris; A. Barrington-Brown; T.J. Chappel; S. Wavell ","1962","BBC","Malayan Music. BBC Recorded Programmes Library LP 27922  10FRM 111200. Cambridge Expedition to South-East Asia","BBC Recorded Programmes Library  Sound Archive of the British Library  London; Copy in Alan Lomax Collection  American Folklife Center  Library of Congress",NA,"nan","Sponsored and recorded by the Cambridge Expedition to South-East Asia","@BBC1962MalayaThailand",NA,NA,"20571stan1306stan1306","Malay","mala1479",1,"stan1306",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11
